AuthorID	Name	Gender	DoB	DoD	OccupID	ReligionID	PoliticsID	NationID	Notes
1007	"Cavendish, Margaret (1623-1673)"	Female			10	20	8	2	"ODNB: Duchess of Newcastle upon Tyne, writer. ""In 1643 Margaret became a maid of honour to Queen Henrietta Maria, and in 1644 accompanied the queen into exile in Paris."" William Cavendish, husband, defeated royalist commander at Marston Moor. Espouses a materialist natural philosophy. Follows Charles II back to England at Restoration. "
1008	"Stanley, Thomas (1625-1678)"	Male			30	0	8	2	"ODNB: Poet and classical scholar. Associated with Lovelace, nephew of William Hammond. ""At the outbreak of the civil war, distressed at â€˜the fury of unruly Timesâ€™, Stanley left England for the continent, returning â€˜from his Travells in Franceâ€™ in 1646."" TS probably ""provided financial assistance to some of his fellow royalist poets."" Characterized as ""an ardent royalist."" Founds order of the Black Riband in 1646."
1009	"Harington, John (1627-1700)"	Male			0	0	0	0	Not in ODNB.
1010	"Billingsley, Nicholas (bap. 1633, d. 1709)"	Male			1	4	0	2	"ODNB: Religious poet and presbyterian minister. ""After the Restoration, Billingsley was indicted at Hereford assizes on 1 August 1662 for seditious words; he pleaded not guilty."" A ""dubious conformist""? NB ""subscribed to the Thirty-Nine Articles in order to become master of Abergavenny School on 15 February 1664 and was ordained deacon in the Church of England three weeks later on 6 March 1664."" Described as an interesting example of ""precariously conforming."" Calvinist wife. Both sons become presbyterian ministers."
1011	"Bold, Henry (1627-1683)"	Male			2	0	8	2	ODNB: poet. Royalist poems.
1012	"Tubbe, Henry (1618-1655)"	Male			0	0	0	0	Not in ODNB
1013	"Pordage, Samuel (1633-1691)"	Male			31	27	1	2	"ODNB: Poet and Translator. Father studies the occult. ""Pordage's longest and most important poem, is a Creation epic written in accordance with the German mystic Jakob Boehme's version of the book of Genesis."" ""Pordage's connections with aristocrats, like Buckingham, who were out of power in the 1660s, and hence likely to be opposed to government policy, was a foretaste of things to come."" Dedicates book to Shaftesbury during Popish plot. Locks horns with Dryden: ""Both responses have had their admirers, some claiming that Pordage was the best of the whig poets responding to Dryden."" Despite Whig connections, SP remains loyal to CII."
1014	"Taylor, Jeremy (bap. 1613, 1667)"	Male			9	2	8	2	"ODNB: Church of Ireland bishop of Down and Connor and religious writer. ""Apparently Taylor came to the attention of Archbishop William Laud when he stood in for Thomas Risden, his university friend, as a lecturer at St Paul's Cathedral."" JT ""appointed chaplain to Laud and a chaplain-in-ordinary to Charles I."" Rumors of crypto-popery. ""Taylor remained a fierce critic of â€˜poperyâ€™ throughout his life."" Joins king at outbreak of civil war. Preached before court at Oxford, served as chaplain in royal army. ""In London during the winter of 1657â€“8 Taylor continued to preach, to write, and to offer spiritual guidance and moral support to a mainly Anglican group."""
1015	"Ross, Thomas (bap. 1620, d. 1675)"	Male			32	0	8	2	"ODNB: Courtier and Librarian. Joined royalist army in 1643. ""Ross actively backed Charles II in exile."" Ross's wife involved in royalist intrigue. James II blamed Ross for giving Monmouth aspirations to the throne. ODNB doesn't mention his translation of ""Second Punick War."""
1016	"Watkyns, Rowland (c. 1614-1664)"	Male			1	7	8	2	"ODNB: Church of England clergyman and poet. Dispossesed of living, ""one of several clergy so treated by the Brecon sequestration committee before the Act for the Propagation of the Gospel in Wales came into effect in 1650."" Restored his living at the Restoration. ""The poems reveal a Laudian Anglican contemptuous of Presbyterians, of â€˜the New Illiterate lay-Teachers', and of 'the common people'."" Part of royalist society at Brecknockshire during interregnum."
1017	"Le Grand, Antoine (1629-1699)"	Male	1629	1699	20	1	0	11	SEP: philosopher and catholic theologian. ODNB: Franciscan friar and philosopher. Born in Spanish Netherlands. Promotes Descartes. Writes in French.
1018	"Glanvill, Joseph (1636-1680)"	Male			9	32	0	2	"ODNB: Church of England clergyman. Son of Puritan merchant. ""He found the puritanism of his family, along with Oxford's scholastic Aristotelianism, increasingly uncongenial."" Became chaplain to Cromwellian provost of Eton College. JG ""adapted easily to the Restoration."" ""Though a pluralist, Glanvill was a conscientious if not always popular or happy parish clergyman in an area where protestant dissent was very strong."" Supports a comprehensive Church of England, emphasizes basic Christian doctrines. He opposed toleration of dissent, although friendly with Baxter. Defends Anglican clergy against Marvell. Attacks Dissenters. Wrote encomium of Cambridge Platonists and latitudinarians (ODNB includes him in ""Cambridge Platonist"" theme). Wrote partisan Anglican book during Popish plot. Summed up: ""Glanvill embodied many of the features of the eighteenth-century latitudinarian compromise in the Church of England, but his defence of witch belief and an intolerant state church mark him as a man of the Restoration."""
1019	"Howard, Sir Robert (1626-1698)"	Male			12	28	17	2	"ODNB: playwright and politician. ""His royalist sympathies, however, caused him to be arrested and imprisoned at Windsor Castle in 1658."" ""Despite his unfailing attempts to obtain supply for the king, he first made his mark opposing the royal prerogative in the debates on the Poll Bill in December 1666."" A leader of country-based opposition. Allies with Buckingham's anti-Clarendonian party. ""Howard became the literary collaborator, and subsequent opponent, of John Dryden.An ""opponent of the court party's â€˜caballingâ€™ practices."" Anit-Catholic. Under James II, helps bring about ""Glorious Revolution.""  Later defends William against Jacobites. ""As in the past, Howard tried to strike a balance between his royalist sympathies and his belief in the rights of parliament."""
1020	"La Rochefoucauld, Fran&ccedil;ois, duc de (1613-1680)"	Male			10	0	0	3	
1021	"Killigrew, Sir William (bap. 1606, d. 1695)"	Male			25	0	8	2	"ODNB: courtier and playwright. ""In early 1642 Killigrew figured prominently in the events leading up to King Charles's attempt to arrest the five MPs. He was sent to the inns of court to publicize the accusations and seek support for the king, thus making himself guilty of a â€˜high breach of privilege of Parliament.'"" WK grows in king's confidence. Identified as great and principal factor for Cavaliers. Serves CII. Publishes reflections on human nature: ""Killigrew's self-examinations were indebted to contemporary meditative practices, Jesuit and Quaker as well as puritan and Anglican."""
1022	"Woodford, Samuel (1636-1700)"	Male			2	0	0	2	"ODNB: poet. Born in London. Associated with ""Charles Beale, husband of the painter Mary Beale, and they may in part have been responsible for the reformation in Woodford's way of life which is evident from the diary he began to keep in 1660, for in their home he had the opportunity to meet a number of divines of puritan and latitudinarian persuasion, including John Tillotson, afterwards archbishop of Canterbury, Vincent Alsop, William Bates, and Richard Baxter."" Fellow of Royal Society. "
1023	"Philips [n&eacute;e Fowler], Katherine (1632-1664)"	Female			2	0	8	2	"ODNB: poet. Born in London. ""Her family connections were puritan: her uncle was John Oxenbridge, a puritan minister and friend of Marvell and Milton, and her aunt was married to Oliver St John, a prominent parliamentarian lawyer."" Marries James Philips, ""a supporter of parliament, prominent in Welsh politics during the Commonwealth and protectorate: he served as MP in successive parliaments between 1653 and 1662, both under Cromwell and under Charles II."" JP has reputation as moderate. KP's ""own royalist sympathies are evident in a poem defending her husband against attacks by his â€˜unworthy Adversaryâ€™, the anti-Cromwellian puritan Jenkin Jones, and in a second poem of 1651â€“2, â€˜Upon the Double Murther of K. Charles, in Answer to a Libellous Rimeâ€™ (by the radical preacher Vavasor Powell)."" Her royalism is not ""bellicose."" "" The fashion for French pastoral romance and the use of coterie names derived from such works were particularly popular among royalists during the 1650s as a â€˜way of keeping the memory of courtly values aliveâ€™ (Poems, ed. Thomas, 9)."""
1024	"Sprat, Thomas (bap. 1635, d. 1713)"	Male			10	2	8	2	"ODNB: bishop of Rochester. Published poem to ""Oliver, Lord Protector"" in 1659. Later held against him. But other evidence that poem was motivated by ulterior concerns for patronage. Joins Royal Society in 1663. Writes history: "" Sprat exaggerated the institutional and English nature of the Wadham group as founders of the society, perhaps as a political legitimation device directed against the foreign, parliamentarian, millenarian, and non-Anglican associations of the contemporary (and overlapping) London group of experimentalists."" ""According to Sprat the church's increasing emphasis on fundamentals matched the underlying natural truths available to experimental philosophy."" Some historians label the ""History"" as latitudinarian. Term too loose? ""Sprat is not named in contemporary discussions of latitudinarians, nor is there evidence that he participated in comprehension schemes in the 1660s."" Sprat's later views are decidedly anti-latitudinarian. As preacher he emphasizes primitive quality of church and attacks enthusiasm. Close supporter of king. Supports James II, reputedly, in a sermon. Proves one of James' loyal servants. ""While many clergy refused to proclaim James II's declaration of indulgence in their churches, Sprat complied at Westminster Abbey."" Opposes argument in Lords that James had abdicated. Same month, writes prayers for William. ODNB author notes, ""political malleability and public refashioning."" "" In February 1696 Sprat signed a manifesto disowning any sympathy for the Jacobite plotters recently executed."" ""He supported Henry Sacheverell in the Lords and voted on the minority tory side against both impeachment and sentence."" In sum, consistent support for political authority and the Church of England. Worries more about Dissent than Catholicism and ""forcefully opposed changes in the church's liturgy to accommodate nonconformists."" ""Sprat followed a reasonably consistent neo-Stoic approach to political obligation and right."" ""Sprat linked right-of-resistance theory with presbyterianism, denounced the idea of popular sovereignty, and denied that England had a mixed constitution."" Requires passive obedience."
1025	"Pascal, Blaise (1623-1662)"	Male			5	29	0	3	"Wiki: Mathematician and Philosopher. 1650s religious conversion, Jansenist."
1026	Marcus Aurelius (121-180)	Male			12	0	0	12	
1027	"Greville, Fulke, first Baron Brooke of Beauchamps Court (1554-1628)"	Male			25	21	0	2	"ODNB: Courtier and author. Friend of Sir Philip Sidney. ""Greville attached himself to the radical or â€˜forwardâ€™ protestant faction of Sidney's uncle, Robert Dudley, earl of Leicester."" ""Ronald Rebholz sees in the stern Calvinistic views of the â€˜Inquisition' evidence for a major religious conversion some time before 1614, but Greville's views were Calvinist throughout his life."""
1028	"Walton, Izaak (1593-1683)"	Male			10	7	8	2	"ODNB: author and biographer. ""Walton's sympathy for the Laudian ecclesiastical programme was translated from 1642 into support for the king; he proved an unwavering royalist."" Celebrates Restoration. Known loyalist."
1029	"Shadwell, Thomas (1642-1692)"	Male			29	0	1	2	"ODNB: playwright and poet. Publishes ""British Prince"" with a circle of court wits (Rochester, Sackville, Buckhurst, Lord Vaughan Sedley, Etherege, Wycherley, Savile, Fleetwood Sheppard), all whigs. Satirizes Royal Society. Attacked in ""MacFlecknoe."" ""Shadwell was a member of the whig propaganda club the Green Ribbon Club, which he probably joined before November 1678."" "
1030	"Howard, Edward (bap. 1624, d. 1712)"	Male			33	0	0	2	"ODNB: playwright. Mocked by Rochester, Shadwell, and Buckingham. ""The Usurper"" is ""a scarcely veiled attack on the regicides."" Another play is suppressed by CII, who resented John Lacy's ad libbed abuse of the court. [Is he a Tory?]"
1031	"Villiers, George, Second Duke of Buckingham (1628-1687)"	Male			12	2	28	2	"ODNB: politician and wit. Leading non-royal peer. Too young to partake in civil war military campaigns. Taken on tour by royalist. Take up royalist arms in second civil war. ""The execution of Charles I on 30 January 1649 prompted many royalists to abandon the cause and compound for their confiscated estates, and Buckingham was no different."" Joins CII's court in exile, ""quickly establishing himself among the pragmatists who were urging the prince to form an alliance with the Scottish presbyterians."" Money troubles: ""For the next five years he was variously reported as having made his peace with Cromwell, spying for Cromwell, and co-ordinating an ambitious scheme to unite France, the papacy, royalists, and republicans in the overthrow of the protectorate."" ""He was studiously ambivalent when, in July 1663, the earl of Bristol attempted to impeach Clarendon."" Expunges republican taint by overseeing prosecution of republican conspiracy ringleaders. CII loses patience with GV and orders  ""the intelligence services to collect incriminating evidence against him."" Restored to CII's favor. Cabal (Clifford, Arlington, Buckingham, Ashley, Lauderdale) all sign treaty with France against the Dutch. Meetings wth Presbyterians. Joins with Shaftesbury and others in protesting non-resisting bill. Tries to presente bills advocating toleration for protestant dissenters. ""The duke's intellectual household was ornamented by liberal Anglican scholars such as Martin Clifford (author of A Treatise of Humane Reason, 1672) and Thomas Sprat (propagandist for the Royal Society and later bishop of Rochester)."" Epistolary friendship with Quaker William Penn. Consorted with Levellers. ""Socially the duke felt most at home with sophisticated but politically unambitious courtier wits such as John Wilmot, earl of Rochester, Charles Sackville, earl of Dorset, Sir George Etherege, and Sir Charles Sedley."" Excludes Roman Catholics from proposed toleration in some works, embraces them in others."
1032	"Ravenscroft, Edward (c.1650- c.1700)"	Male			33	0	0	2	"ODNB: playwright. First play ridicules ""the pretensions of London's puritan â€˜citsâ€™ (a parody on citizens) during the Third Anglo-Dutch War when theatres were more dependent on them for patronage."" Attacks on Dryden. ""London Cuckolds"" likewise mocks Puritan cits."
1033	"Cumberland, Richard (1632-1718)"	Male			9	17	1	2	"ODNB: bishop of Peterborough. Born in London. Cambridge associates include hezekiah Burton, Sir Samuel Moreland, and Pepys. Treatise on natural law: ""His thesis maintained (against Roman Catholics) that St Peter had no jurisdiction over the other apostles, and (against nonconformists) that separation from the English church was schismatic."" Traces polytheism forward into Catholicism. ""In the wake of the revolution, Cumberland was called upon to replace the nonjuring bishop of Peterborough."" Attends House of Lords. ""Records of his activity reveal his consistent support for the whigs."" ""Recent work has emphasized the fact that the De legibus naturae was conceived as a critical response to the work of Thomas Hobbes."" ""As a churchman of latitudinarian sympathies Cumberland wished to show that science and reason could support the notion of a divinely ordained natural law, rather than subverting it as the work of Hobbes appeared to suggest."""
1034	Anon.	Unknown			0	0	0	0	
1035	"Wanley, Nathaniel (1634-1680)"	Male			34	23	0	2	"ODNB: Church of England clergyman and poet. ""During his childhood Wanley attended the sermons of moderate godly preachers such as John Angell."" ""Before the Restoration, Wanley seems to have been one of the large number of ministers Richard Baxter called â€˜dis-engaged faithful menâ€™: moderate puritans without particular sect or party (Reliquiae Baxterianae, 148)."" NW describes Ussher as one of the ""lights of the church""--included in a list of moderate presbyterians. ""Wanley's list strongly suggests that in 1658 his religious views were far closer to those of John Bryan and Richard Baxter (both shortly to dissent) than the Restoration terminology of â€˜conformistâ€™ and â€˜dissenterâ€™ might suggest."" NW conforms, ""despite an enduring sympathy with presbyterians."" ODNB author notes liberal and adaptible views not unusual in those educated during civil war years: ""The second wave of latitudinarians, including John Tillotson (b. 1630), Edward Fowler (b. 1632), and Isaac Barrow (b. 1630), belonged to Wanley's generation."""
1036	"Keach, Benjamin (1640-1704)"	Male			9	30	0	2	"ODNB: Particular Baptist minister. At age ""eighteen, he entered the General Baptist ministry at a church in Winslow, Buckinghamshire."" After Restoration, Keach was frequently harassed. Intinerant preaching. ""He quickly became ordained, and was appointed elder of a General Baptist congregation based in Tooley Street, Southwark."" Inclining spiritually towards Calvinism. 1672 declares himself a Calvinist. Founds a Particular Baptist church. Mid 1670s he attacks Quakerism. Critiques Baxter."
1037	"Anonymous; Dryden, John (1631-1700)"	Unknown			0	0	0	0	
1038	"Crowne, John (bap. 1641, d. 1712)"	Male			33	0	16	2	"ODNB: playwright. Baptized in London. Father ""was a man of extraordinary political prudence and astuteness, who managed to succeed in a career of public service whatever the politics."" Favors from both CI and Cromwell. ""Crowne's biographers disagree about his religion and his politics."" ""Crowne followed closely in his father's politically prudent footsteps."" In 1661 allies self with monarch. ""The plays he wrote during Charles's reign are those of a tory royalist; those produced under James praise Catholicism; and those under William toe the whig line."""
1039	"Fane, Sir Francis (d. 1691)"	Male			33	0	0	2	ODNB: playwright. Associated with Rochester.
1040	"Cotton, Charles (1630-1687); Lucian (c.120- d. after 180)"	Male			0	0	0	0	
1041	"Duffett, Thomas (fl. 1674-1678); William Shakespeare (1564-1616)"	Male			0	0	0	0	
1042	"Leigh, Richard (1649&#47;50-1728)"	Male			2	0	0	2	ODNB: poet. Attacks Dryden. 
1043	"Etherege, Sir George (1636-1691&#47;2)"	Male			8	0	8	2	"ODNB: Playwright and Diplomat. ""Etherege was fourteen when his father died, old enough to experience the upheavals of the civil war and its direct consequences on his family."" A family ""converting itself over two generations from City tradesmen into minor royalist gentry."" Joins Lord Buckhurst's group of libertines. Becomes a court wit. Sent to Turkey. Rakish life and pro-Stuart politics. "" Etherege remained deeply loyal to the Stuart cause against his better interests."" Joins JII in exile. Probable last-minute conversion to Catholicism."
1044	"Mollineux [n&eacute;e Southworth], Mary (1651-1695)"	Female			1	31	0	2	"ODNB: poet. Probably born in Lancashire. "" She may have been raised a Quaker; Henry Mollineux notes that â€˜she was Convinced of the Way of Truth in her Youth' (ibid., sig. Br)."" Arrested attending a Quaker meeting in 1684. "
1045	"Behn, Aphra (1640?-1689)"	Female			10	0	8	2	"ODNB: writer. ""During the final years of the interregnum Behn may have acted as a royalist spy or agent, since she was later trusted with an important mission and somewhere got to know Charles II's courtier Thomas Killigrew, himself involved in espionage"" May have acted as copyist for Killigrew. Early plays ""draw on the common 1660s theme of royal restoration and, like Caroline plays, use masques and depend on costume and disguise."" Associated with Rochester's circle. ""In the late 1670s the Exclusion crisis and Popish Plot politicized dramatists, and Behn became a propagandist for the king and the emerging tory faction."" Pindaric and Coronation odes in 1685. ""Behn's attraction to freethinking as well as to the trappings of Catholicism make her an unlikely author of the anti-Catholic satire on Dryden written about this time."""
1046	"Speed, Samuel (bap. 1633, d. 1679?)"	Male			35	0	8	2	"N.B.: confusion about who Samuel Speed is-or rather, which Samuel Speed wrote ""Prison-Pietie."" ODNB: Church of England clergyman (1630/31-1682). ""Anthony Wood notes, obscurely, that Speed suffered for his loyalty to the Stuarts."" ""In the same month the king wrote to Oxford University, ordering that the degree of DD be conferred upon Speed, since he â€˜has not had the opportunity of taking it in the usual course, chiefly by reason of his constant adherence to the King's serviceâ€™ (CSP dom., 1673â€“4, 269)."" Prison-Pietie may possibly be the work of his cousin, the printer, Samuel Speed (bap. 1633, d. 1679?). In either case, ""Samuel Speed,"" whoever he may be, is royalist: ""his books reveal Speed not as a radical but as an ultra-loyalist cavalier, seeking to inspire in his readers a sense of outrage that gentlemen such as himself should suffer the indignities of â€˜the common sideâ€™."""
1047	"Hale, Sir Matthew (1609-1676)"	Male			21	4	29	2	"ODNB: Judge and writer. ""A godly education led to matriculation at Magdalen Hall, Oxford."" Called to bar in 1636, 1641 assignment. "" In the course of the next decade he acted for a varied group of political defendants, including the twelve bishops impeached by the Commons, Archbishop Laud himself, the Irish papist rebel Connor McGuire, the duke of Hamilton, and the presbyterian minister Christopher Love."" ""Counsel for the defence in treason trials were in principle selected by the court, so the role in itself reveals nothing about his sympathies, but though he once appeared against the leveller John Lilburne, he never prosecuted royalists."" A broadly royalist understanding of constitution. Stayed in London during wars, respected by all. ""Throughout this period he would have been seen by his contemporaries as in a loose sense â€˜presbyterianâ€™â€”that is, as someone who was royalist, but favoured the adoption of restrictions upon the power of monarchy and bishops."" Knighted in 1661. ""After the Restoration, he enjoyed virtually universal reverence but there are signs that royalist Anglicans were suspicious of what they perceived as pro-puritan and anti-government bias."" ""Hale's standing among his contemporaries was derived from his integrity as much as from his learning, and his integrity was seen as founded upon an attractive mixture of puritan manners and rational religion."" ""Hale was close to the learned Calvinist Archbishop Ussher during the interregnum, when the latter had a post as the Lincoln's Inn preacher."" Hoped to establish a moderate episcopacy. Would have preferred a more inclusive church. ""By 1660 Hale had moved to an Arminian theology, but this did not diminish his sympathy with English puritans"" Exudes a principled old-fashioned puritanism. Friends with Richard Baxter. COMPLEX!: ""Hale's writings about Christianity suggest a not unusual drift towards a broadly ethical religion. Perhaps under Selden's influence, he moved from an infralapsarian Calvinism during the 1630s to a basically Arminian position; like many Arminians, he was inclined to cover this shift in doctrine with professions of indifference to theological aridities. By the later 1660s he expected virtuous pagans to be saved. His writings show no interest in ecclesiology or in the nature of the sacraments, and he regarded Roman Catholics as victims of a clerical confidence trick. Most of these views were typical of the non-Laudian divines since known as latitudinarian. Among this varied group Hale is said to have known Tillotson, Stillingfleet, and Barrow (Burnet, 74), though his religious standpoint was probably closest to Tillotson's brand of post-puritan rationalism."""
1048	"D'Urfey, Thomas (1653?-1723)"	Male			10	0	16	2	"ODNB: Playwright and Writer. May be descendant of French protestant migrants. Becomes one of king's intimates. Writes burlesques ""aimed at the position Shaftesbury and the whigs took during the exclusion crisis."" Fails to ingratiate self with JII. 1688 ousts TD's tory patrons. ""As soon as he was assured of the success of William's coup d'Ã©tat, however, D'Urfey pledged himself to the whigs, producing birthday odes and songs for William and Mary, and satirizing those opposed to the new dispensation (nonconformists, nonjurors, and Jacobites among them) in a series of anonymous poems. He was also taken up by several new whiggish patrons."" During reign of W&M TD enjoys more dramatic successes. Involved in Collier controversy."
1049	"Lee, Nathaniel (1653-1692)"	Male			29	28	0	2	"ODNB: Playwright and poet. Father was ordained ""an Anglican deacon in 1637; [he] flourished as a presbyterian pluralist during the interregnum before conforming to the Church of England in 1662."" Associated with Dryden.  Some headway at court. Plays offend censors: violent anti-Catholicism. ""In 1681, as if to emphasize his loyalty to the crown, he published a tribute â€˜To the unknown author of Absalom and Achitophelâ€™ hailing Dryden as â€˜a Miltonâ€™ who â€˜the right Party choseâ€™ (Works, 2.559)."""
1050	"Cudworth, Ralph (1617-1688)"	Male			20	32	0	2	"ODNB: philosopher and theologian. Father was chaplain to JI. At Emmanuel College comes under influence of Whichcote. ODNB lists him in theme: Cambridge Platonists. Criticizes Calvinist views in defense of BD, according to Thomas Birch. Sermon preached before House of Commons ""expresses Cudworth's religious and moral views. Criticizing dogmatic differences, it affirms that authentic Christian faith is not found in assenting â€˜merelyâ€™ to â€˜a few barren Notions, in a form of certain dry and sapless opinionsâ€™ (1676, 43) but in â€˜keeping of Christ's Commandmentsâ€™ (52) in virtue, holiness, and love. It is by how people live that they show whether they have grasped the spirit of Christ, not by their â€˜acquaintance with Systems and Models of Divinityâ€™ (ibid.) nor by their ritual performances, â€˜as if Religion were nothing else but a Dancing up and downâ€™ (ibid., 58)."" Daughter is Damaris Masham, learned lady, friend of Locke. During Commonwealth publishes poem to Oliver Cromwell. Proclaimed himself loyal to Richard Cromwell. At Restoration writes poem for king. ""Among royalists, however, there were those who regarded him with suspicion and there was some opposition, especially from Ralph Widdrington, one of the fellows at Christ's, to his retaining the mastership of the college."" Criticism of his ""True Intellectual System"": ""Others criticized as Arian his Trinitarian interpretation of classical Platonic ideas about the divine (see, for example, Robert Nelson, Life of Bull, 1714, 339)."""
1051	"Otway, Thomas (1652-1685)"	Male			29	0	3	2	"ODNB: Playwright and Poet. First play successful. Dedications to Rochester. ""Briefly, at least, Otway was enjoying noble patronage and royal favour."" "" Otway, a staunch tory, was satirized in the anonymous A Session of the Poets (1680), which he believed to have been by Elkanah Settle (a whig)."" Writes anti-whig play ""Caius Marius,"" responds to Titus Oates' allegations of a popish plot. Shaftesbury may be caricatured."
1052	"Porter, Thomas (1636-1680) "	Male			29	0	8	2	"ODNB: Playwright. ""The Porters were an affluent family who had built up a network of political and artistic connections at the courts of James I and Charles I."" "" It was possibly in recognition of their father's services in the Stuart cause that Thomas and his brother James in November 1662 were both given the captaincy of a troop of horse in Sir Charles Gerard's regiment."" "
1053	"Tate, Nahum (c. 1652-1715)"	Male			29	0	16	4	"ODNB: Poet, playwright, translator. ""Tate's grandfather and his family were ill-treated, and his valuable property destroyed, in the Irish Catholic uprising of 1641."" ""During the early 1680s Tate wrote committedly in support of Charles II [""In The Ingratitude of a Commonwealth (1682), an adaptation of Coriolanus, he signalled his royalist commitment in less ambiguous terms""], and initially welcomed James II's succession in 1685. But he seems to have become rapidly disenchanted with James's extreme pro-Catholic policies, and at the revolution of 1688â€“9 transferred his allegiance to William III, whom he hailed as a pious peacemaker and defender of English liberty."""
1054	"Chamberlayne, Sir James (c.1640-1699)"	Male			2	0	0	2	ODNB: Poet. 
1055	"Livingstone, Michael (fl. 1680)"	Male			0	0	0	0	No ODNB article.
1056	"Dean, John (fl. 1680-1684)"	Male			0	0	0	0	No ODNB article.
1057	"Darby, Charles (bap. 1635, d.1709)"	Male			1	0	0	2	"ODNB: Poet and clergyman. CD ""contributed two meditations occasioned by the death of Oliver Cromwell (of which the second was in English) which look to the succession of Cromwell's son Richard as lord protector, but a year after the Restoration his verses on the death of Mary, princess of Orange, eldest sister of Charles II, were published in Threni Cantabrigienses (1661), and in Epithalamia Cantabrigiensia (1662) he celebrated the king's marriage to Catherine of Braganza."""
1058	"Parker, Samuel (1640-1688)"	Male			9	33	8	2	"ODNB: bishop of Oxford. ""Parker was â€˜puritanically educatedâ€™ at Northampton grammar school before entering Wadham College, Oxford, on 30 September 1656."" Under Prebyterian tutor, ""Parker was also reputed to frequent presbyterian meetings hosted by the laundress Bess Hampton."" After Restoration, falls out with Dr. Walter Blandford. ""Under Bathurst's guidance Parker became a keen Anglican."" Becomes an aggresive opponent of religious toleration. Nonconformists accuse SP of Hobbism. ""As the early 1680s witnessed a reaction against religious and political dissent Parker re-entered the political fray."" Recommended to JII, nominates him to become bishop of Oxford. ""Parker was one of the few bishops to accept James's declaration of indulgence of April 1687."" Suspicion that Parker was closet Catholic. ""Parker declared his continued adherence to the Church of England before the fellowship and forbade the celebration of Roman Catholic mass in the college."""
1059	"Marvell, Andrew (1621-1678)"	Male			11	2	25	2	"ODNB: poet and politician. ""Early in 1642 Marvell was in London, taking the protestation oath on 17 February as a resident of Cowcross Street in the fashionable area of Clerkenwell, not far from the inns of court."" Leaves England and escapes first civil war. Back in England in 1647. ""But his pronounced royalism had changed by June 1650, when he wrote â€˜An Horatian Ode upon Cromwell's Return from Irelandâ€™, one of the greatest political poems in English."" ODNB reads AM as a constitutionalist. In 1652-3 AM is ""taken up by Cromwell himself as governor to his protÃ©gÃ© William Dutton, nephew and heir of Cromwell's wealthy friend John Dutton of Sherborne in Gloucestershire."" Becomes a poet for Cromwell. At Paris Marvell is promoting republican writings? ""Marvell's own religious position has never been clearly defined. While more than sympathetic to dissent, and bitterly opposed both to Catholicism and episcopacy, he seems himself to have been a conforming Anglican."" Post Clarendon code: ""Marvell's private letters testify to a growing fear of civil and religious absolutism, and his anger at the treatment of protestant dissenters."" Attacks Samuel Parker. ""'An Account of the Growth of Popery and Arbitrary Government' marks Marvell's final abandonment of any hopes that he had in Charles II."" "
1060	"Coppinger, Matthew (fl. 1682)"	Male			0	0	0	0	Not in ODNB.
1061	Ephelia (fl. 1679-1682)	Female			0	0	0	0	Not in ODNB.
1062	"Sheffield, John, first duke of Buckingham and Normanby (1647-1721)"	Male			12	2	3	2	"ODNB: politician and author.The ""only son of Edmund Sheffield, second earl of Mulgrave (1611â€“1658), one of Oliver Cromwell's councillors and one of the peers called to the protector's upper house."" In 1666 joined navy as volunteer against the Dutch. ""Mulgrave deeply resented that James Scott, duke of Monmouth, eldest illegitimate son of Charles I."" Encourages animosity btw. Monmouth and JII. Writes prologue to Settle's ""Empress of Morocco."" Continues to support court during Exclusion crisis. In trouble with CII: ""ogling"" daughter. Marries granddaughter of royalist army officer. ""He attended mass with the king, but never converted to Catholicism nor took communion."" ""When James returned to Whitehall, Mulgrave requested a marquessate, but was rejected. Mulgrave, slighted, abandoned James, supported moves to establish the convention, and in February 1689 voted to accept William and Mary as joint sovereigns."" Not trusted by new regime. JS drifts ""into opposition as a non-government tory."" ""However, following the uncovering of the Jacobite plot to assassinate William in 1696, Normanby refused to sign the association recognizing William as rightful and lawful king, and on 12 March 1696 was struck off the list of privy councillors by William's own hand."" "" Normanby opposed settling the English succession on the house of Hanover, and in debates on the Act of Settlement in 1701 suggested that Prince George of Denmark should have preference over the Hanoverians in inheriting the throne. Although frequently criticized for switching sides from James II to William and Mary, Normanby's course during the 1690s rarely led him to power and he seems to have genuinely followed his conscience, frequently to his detriment."" ""Normanby's allies in opposition were defenders of the high-church position, and with them he moved closer to William III following the decision of Louis XIV to recognize the son of James II as James III following the dethroned monarch's death in 1701."" Queen Anne. ""Buckingham's promotion may have been intended to show the high-church interest that they were still regarded highly by the queen, but it was seen as an inconvenience by the lord treasurer, Sidney Godolphin, first earl of Godolphin, who wanted to secure the ministry by making it more acceptable to the whigs."" Forced from office in 1704. Marries Jacobite sympathizer: ""the marriage served to identify Buckingham further with high toryism."" ""Buckingham returned to office when Harley formed a tory-based ministry in 1710."""
