"WorkID","Title","Year","YearInt","Printer","PlacePub","Genre","SubGenre","Citation","Composed","Notes"
4085,"Luciferous. [from The new world of words: or, universal English dictionary. Containing an account of the original or proper sense, and various significations of all hard words derived from other languages, ... Together with a brief ... explication of all terms relating to any of the arts and sciences, ... To which is added, the interpretation of proper names of men and women, ... Compiled by Edward Phillips, Gent.]","1706",1706,"Printed for J. Phillips; H. Rhodes; and J. Taylor","London","Prose","Dictionary","<u>The new world of words: or, universal English dictionary. Containing an account of the original or proper sense, and various significations of all hard words derived from other languages, ... Together with a brief ... explication of all terms relating to any of the arts and sciences, ... To which is added, the interpretation of proper names of men and women, ... Compiled by Edward Phillips, Gent.</u> The sixth edition, revised, corrected, and improved; with the addition of near twenty thousand words, .. by J. K. Philobibl London, 1706. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","6th edition",""
4086,"Plantal. [from The new world of words: or, universal English dictionary. Containing an account of the original or proper sense, and various significations of all hard words derived from other languages, ... Together with a brief ... explication of all terms relating to any of the arts and sciences, ... To which is added, the interpretation of proper names of men and women, ... Compiled by Edward Phillips, Gent.]","1706",1706,"Printed for J. Phillips; H. Rhodes; and J. Taylor","London","Prose","Dictionary","<u>The new world of words: or, universal English dictionary. Containing an account of the original or proper sense, and various significations of all hard words derived from other languages, ... Together with a brief ... explication of all terms relating to any of the arts and sciences, ... To which is added, the interpretation of proper names of men and women, ... Compiled by Edward Phillips, Gent.</u> The sixth edition, revised, corrected, and improved; with the addition of near twenty thousand words, .. by J. K. Philobibl London, 1706. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","6th edition",""
4087,"Tyrannize. [from The new world of words: or, universal English dictionary. Containing an account of the original or proper sense, and various significations of all hard words derived from other languages, ... Together with a brief ... explication of all terms relating to any of the arts and sciences, ... To which is added, the interpretation of proper names of men and women, ... Compiled by Edward Phillips, Gent.]","1706",1706,"Printed for J. Phillips; H. Rhodes; and J. Taylor","London","Prose","Dictionary","<u>The new world of words: or, universal English dictionary. Containing an account of the original or proper sense, and various significations of all hard words derived from other languages, ... Together with a brief ... explication of all terms relating to any of the arts and sciences, ... To which is added, the interpretation of proper names of men and women, ... Compiled by Edward Phillips, Gent.</u> The sixth edition, revised, corrected, and improved; with the addition of near twenty thousand words, .. by J. K. Philobibl London, 1706. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","6th edition",""
4088,"To Mr. T. Bradbury. Paradise. [from Horae Lyricae. Poems, Chiefly of the Lyric Kind; In Three Books: Sacred to Devotion and Piety--To Virtue, Honour and Friendship--To the Memory of the Dead.","1706",1706,"","","Poetry","Devotional","","",""
4089,"The Indian Philosopher. [from Horae Lyricae. Poems, Chiefly of the Lyric Kind; In Three Books: Sacred to Devotion and Piety--To Virtue, Honour and Friendship--To the Memory of the Dead.","1706",1706,"","","Poetry","Devotional","","",""
4090,"To the Discontented and Unquiet. Imitated partly from Casimire, book iv. ode 15. [from Horae Lyricae. Poems, Chiefly of the Lyric Kind; In Three Books: Sacred to Devotion and Piety--To Virtue, Honour and Friendship--To the Memory of the Dead.","1706",1706,"","","Poetry","Devotional","","",""
4091,"The Lady's Rhetoric: Containing the Rules for Speaking and Writing Elegantly. In a Familiar Discourse directed to an Honourable and Learned Lady. Enrich'd with many delightful Remarks, witty Repartees, and pleasant Stories, both Antient and Modern. Done from the French, with some Improvements.","1707",1707,"Printed for J. Taylor and A. Bell","London","Prose","Conduct Book","","",""
4092,"The Double Gallant: or, The Sick Lady's Cure. A comedy. As it is Acted at the Queen's Theatre in the Hay-Market. Written by Mr. Cibber","1707",1707,"Printed for Bernard Lintott ... and Sold by John Phillips [etc.]","London","Drama","Comedy","","first performed: 1 Nov 1707",""
4093,"Tritical Essay upon the Faculties of the Mind","1707",1707,"","London","Prose","","","",""
4094,"Hymn 130. (L. M.)  <i>Love and Hatred</i>, Phil. ii. 2. Eph. iv. 30, &c. [from Hymns and Spiritual Songs, In Three Books.]","1707",1707,"Printed by<i> J. Humfreys</i>, for <i>John Lawrence</i> at the Angel in the <i>Poultrey</i>.","London","Poetry","Hymn; Devotional","","",""
4095,"The practical works of the late reverend and pious Mr. Richard Baxter, in four volumes. With a preface; giving some account of the author, and of this edition ... Together with alphabetical tables to each volume.","1707",1707,"Printed for Thomas Parkhurst; Jonathan Robinson, and John Lawrence","London","Prose","","Baxter, Richard. <u>The practical works of the late reverend and pious Mr. Richard Baxter, in four volumes. With a preface; giving some account of the author, and of this edition ... Together with alphabetical tables to each volume</u>. Vol. 2. London, 1707. 4 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group. http://galenet.galegroup.com/servlet/ECCO","w. 1655?",""
4096,"The Fine Lady's Airs: Or, an Equipage of Lovers. A Comedy. As it is Acted at the Theatre-Royal in Drury Lane. Written by the Author of the Yeoman of Kent","1708",1708,"Printed for Bernard Lintott [etc.]","London","Drama","Comedy","","",""
4097,"The Fine Lady's Airs: Or, an Equipage of Lovers. A Comedy. As it is Acted at the Theatre-Royal in Drury Lane. Written by the Author of the Yeoman of Kent","1708",1708,"Printed for Bernard Lintott [etc.]","London","Drama","Comedy","","first performed 14 Dec 1708",""
4098,"Fable XII. The Negro: Or, Labour in Vain [from Truth in Fiction: Or, Morality in Masquerade. A Collection of Two hundred twenty five Select Fables of Aesop, and other Authors. Done into English Verse. By Edmund Arwaker]","1708",1708,"J. Churchill","London","Poetry","Fable; Translation","","",""
4099,"Hudibras Redivivus: or, a Burlesque poem on the times. The Second Edition. To which is added, An Apology, and some other Improvements throughout the Whole","1708",1708,"Printed: And sold by the Booksellers of London [etc.]","London","Poetry","Burlesque","","2nd edition",""
4100,"Some Familiar Letters Between Locke and Several of His Friends","1708",1708,"","","Prose","","","w. March 16, 1696-7",""
4101,"The Forgiving Husband and Adulteress Wife: Or, A Seasonable Present to the Unhappy Pair in Fanchurch-Street. By the Author of the Lodon-Spy","1708",1708,"Printed and Sold by H. Hills [etc.]","London","Poetry","Dialogue","","",""
4102,"Life's Progress","1709",1709,"","","Poetry","","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","",""
4103,"Sensus Communis, An Essay on the Freedom of Wit and Humour in a Letter to a Friend [collected in Characteristics]","1709",1709,"","","Prose","Philosophy; Epistle","Cooper, Anthony Ashley, Third Earl of Shaftesbury. <u>Characteristics of Men, Manners, Opinions, Times</u>. Cambridge Texts in the History of Philosophy. Ed. Lawrence E. Klein. Cambridge: Cambridge UP, 2001.","",""
4104,"The Episode of Sarpedon: Translated from the Twelfth and Sixteenth Books of Homer's Iliad","1709",1709,"","","Poetry","","Pope, Alexander. <u>The Poems of Alexander Pope</u>. A One-Volume Edition of the Twickenham Text with Selected Annotations. Ed. John Butt. New Haven: Yale UP, 1963.","w. <i>c. </i>1707",""
4105,"Paulo Purganti and His Wife: An Honest, but simple Pair","1709",1709,"Jacob Tonson","London","Poetry","","Prior, Matthew, <u>The Literary Works of Matthew Prior</u>. Ed. H. Bunker Wright and Monroe K. Spears. 2 vols. Second Edition. Oxford: Oxford University Press, 1971.","",""
4106,"Henry and Emma, A Poem, Upon the Model of the Nut-brown Maid. To Cloe.","1709",1709,"Jacob Tonson","London","Poetry","","Prior, Matthew, <u>The Literary Works of Matthew Prior</u>. Ed. H. Bunker Wright and Monroe K. Spears. 2 vols. Second Edition. Oxford: Oxford University Press, 1971.","",""
4107,"January and May; Or, The Merchant's Tale [from Tonson's <i>Miscellanies</i>]","1709",1709,"Tonson","London","Poetry","Tale","","w. <i>c.</i> 1704",""
4108,"Love Given Over: Or, A Satyr Against Woman. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Satire","","",""
4109,"Mirtillo and Amynta: A Hymeneal Pindarick Poem, On the Marriage of James Hunt Esq; with Madam Jane Cary. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Hymeneal Pindaric Poem","","",""
4110,"Secret Memoirs and Manners of several Persons of Quality, of Both Sexes. From the New Atalantis, an Island in the Mediteranean. Written Originally in Italian","1709",1709,"Printed for John Morphew ... and J. Woodward [etc.]","London","Prose Fiction","","","",""
4111,"Secret Memoirs and Manners of several Persons of Quality, of Both Sexes. From the New Atalantis, an Island in the Mediteranean. Written Originally in Italian","1709",1709,"Printed for John Morphew ... and J. Woodward [etc.]","London","Prose Fiction","Memoirs","","",""
4112,"On the untimely Death of Mr. John Cary, Kill'd in a Duel. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","","","",""
4113,"The Murmurers, &c. A Satyr. In Two Parts. Written Soon after the Late Revolution. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Satire","","",""
4114,"A Satyr Against Wooing: With a View of the Ill Consequences that attend it. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Satire","","",""
4115," The Resolute Lady. A Song. [from The Fourth Volume of the Writings Of the Author of the London-Spy. Prose and Verse]","1709",1709,"Printed for George Sawbridge [etc.]","London","Poetry","Song","","",""
4116," A new Litany very proper to be read by a merry Society over a Glass of good Liquor. [from The Fourth Volume of the Writings Of the Author of the London-Spy. Prose and Verse]","1709",1709,"Printed for George Sawbridge [etc.]","London","Poetry","Song","","",""
4117,"Song IX. The Unwilling Inconstant. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Song","","",""
4118,"The Poetess, a Satyr, Being a Reply to Silvia's Revenge [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Song","","",""
4119,"The Step-Mother, A Satyr: Written to a Disinherited Son. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Satire","","",""
4120,"Of Adorissa's Second Marriage with Mr. Grevil. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Song","","",""
4121,"The Dream. To Sire Charles Duncomb from the Country. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Satire","","",""
4122,"<i>Mirana</i>, a Funeral Eclogue: To the Memory of that Excellent Lady Eleonora, late Countess of Abingdon. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Funeral Eclogue","","",""
4123,"To Madam L. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","","","",""
4124,"Jack Pavy, A Satyr. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","","","",""
4125,"Jack Pavy, A Satyr. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Satire","","",""
4126,"To the Honourable Colonel Henry Chiver, on the Death of Lionel Duckett, Esq. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","","","",""
4127,"To the Reverend Mr. Francis Henery Cary, from the Country. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Epistle","","",""
4128,"To the Memory of Mr. James Margetts who died of the Small Pox in his Voyage to Pensilvania. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Funeral Elegy","","",""
4129,"To the Society of the Beaux Esprits. ODE.[from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Ode","","",""
4130,"The Sketch, A Satyr. [from The Works of Mr. Robert Gould: In Two Volumes. Consisting of those Poems [and] Satyrs Which were formerly Printed, and Corrected since by the Author; As also of the many more which He Design'd for the Press. Publish'd from his Own Original Copies}","1709",1709,"Printed for W. Lewis [etc.]","London","Poetry","Satire","","",""
4131,"On the Death of Mr Clark, Organist at St Pauls. Who Lately Shot Himself. An Ode. [from The Fourth Volume of the Writings Of the Author of the London-Spy. Prose and Verse]","1709",1709,"Printed for George Sawbridge [etc.]","London","Poetry","Ode","","",""
4132,"An Essay Towards a New Theory of Vision","1709 ",1709,"","Dublin","Prose","Philosophy","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. I. Desir&eacute;e Park: Thomas Nelson, 1979.","[actually Februry 1710?]",""
4133,"An Essay Towards a New Theory of Vision","1709 ",1709,"","Dublin","Prose","Philosophy","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. I. Desir&eacute;e Park: Thomas Nelson, 1979.","[actually Februry 1710?]",""
4134,"The Rival Fools. A comedy. As it is Acted at the Theatre-Royal in Drury-Lane by Her Majesty's Sworn Comedians. Written by Mr. Cibber","1709?",1709,"Printed for Bernard Lintott [etc.]","London","Drama","Comedy","","first performed: 11 Jan 1709.",""
4135,"[Letter 13 to Percival]","1710",1710,"","","Prose","Letter","Berkeley, George. <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol 8. pp. 39-40.","w. 1710",""
4136,"Soliloquy, or Advice to an Author  [collected in Characteristics]","1710",1710,"","","Prose","Philosophy; Essay","Cooper, Anthony Ashley, Third Earl of Shaftesbury. <u>Characteristics of Men, Manners, Opinions, Times</u>. Cambridge Texts in the History of Philosophy. Ed. Lawrence E. Klein. Cambridge: Cambridge UP, 2001.","",""
4137,"A Treatise Concerning the Principles of Human Knowledge","1710",1710,"","","Prose","Philosophy; Treatise","","",""
4138,"A Treatise Concerning the Principles of Human Knowledge: Wherein the chief cause of error and difficulty in the Sciences, with the grounds of Scepticism, Atheism, and Irreligion are inquired into","1710",1710,"","Dublin","Prose","Philosophy; British Empiricism","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. II. Desir&eacute;e Park: Thomas Nelson, 1979.","",""
4139,"A Treatise Concerning the Principles of Human Knowledge: Wherein the chief cause of error and difficulty in the Sciences, with the grounds of Scepticism, Atheism, and Irreligion are inquired into","1710",1710,"","Dublin","Prose","Philosophy; Treatise; British Empiricism","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. II. Desir&eacute;e Park: Thomas Nelson, 1979.","",""
4140,"Memoirs of Europe, Towards the Close of the Eighth Century. Written by Eginardus, Secretary and Favourite to Charlemagne; And done into English by the translator of the New Atalantis","1710",1710,"Printed for John Morphew, [etc.]","London","Prose","Memoir","","",""
4141,"Callip&aelig;dia: or, The Art of Getting Pretty Children. In Four Books. Translated from the Original Latin of Claudius Quilletus. By several Hands","1710",1710,"Printed for Bernard Lintott [etc.]","London","Poetry","Translation","","",""
4142,"Of Poetry. 1. Its Antiquity. 2. Its Progress. 3. Its Improvement. A Poem. [from Poems on Several Occasions. With Imitations from Horace, Ovid, Martial, Theocritus, Bachylides, Anacreon, &c. To which is prefix'd A Discourse on Criticism, and the Liberty of Writing. In a letter to a Friend. By Samuel Cobb ... The Third Edition. To which is added, Poems on the Duke of Marlborough, Prince Eugene, the Electoral Prince of Hannover, with other Poems. Never before Printed]","1710",1710,"Printed, and Sold by James Woodward [etc.]","London","Poetry","","","3rd edition",""
4143,"Vulgus Britannicus. Or, The British Hudibrass","1710",1710,"Printed for James Woodward ... and John Morphew [etc.]","London","Poetry","Hudibrastick","","",""
4144,"To Cynthia, Weeping and not Speaking: Elegy [from Works]","1710",1710,"","","Poetry","Elegy","","",""
4145,"TO Sir Godfrey Kneller, Occasion'd <i>By L---y ---s Picture</i>.[from Works]","1710",1710,"","","Poetry","","","",""
4146,"A Dithyrambick: Imitated from the Greek of Bacchylides. [from Poems on Several Occasions. With Imitations from Horace, Ovid, Martial, Theocritus, Bachylides, Anacreon, &c. To which is prefix'd A Discourse on Criticism, and the Liberty of Writing. In a letter to a Friend. By Samuel Cobb ... The Third Edition. To which is added, Poems on the Duke of Marlborough, Prince Eugene, the Electoral Prince of Hannover, with other Poems. Never before Printed]","1710",1710,"Printed, and Sold by James Woodward [etc.]","London","Poetry","Dithyrambick","","",""
4147,"The Desperate Lover. [from Poems on Several Occasions. With Imitations from Horace, Ovid, Martial, Theocritus, Bachylides, Anacreon, &c. To which is prefix'd A Discourse on Criticism, and the Liberty of Writing. In a letter to a Friend. By Samuel Cobb ... The Third Edition. To which is added, Poems on the Duke of Marlborough, Prince Eugene, the Electoral Prince of Hannover, with other Poems. Never before Printed]","1710",1710,"Printed, and Sold by James Woodward [etc.]","London","Poetry","Dithyrambick","","",""
4148,"They whose Fire does dimly shine. [from Essays upon Several Subjects In Prose and Verse. Written by the Lady Chudleigh]","1710",1710,"Printed by T. H. for R. Bonwicke, W. Freeman [etc.]","London","Poetry","","","",""
4149,"<i>An Essay upon Publick Credit</i>","1710",1710,"","","Prose","","","",""
4150,"To the Ladies. [from Essays upon Several Subjects In Prose and Verse. Written by the Lady Chudleigh]","1710",1710,"Printed by T. H. for R. Bonwicke, W. Freeman [etc.]","London","Poetry","","","",""
4151,"An Essay on Criticism","1711",1711,"","London","Poetry","Essay","","w. <i>c</i>. 1709",""
4152,"Miscellaneous Reflections [collected in Characteristics]","1711",1711,"","","Prose","Philosophy; Miscellany","Cooper, Anthony Ashley, Third Earl of Shaftesbury. <u>Characteristics of Men, Manners, Opinions, Times</u>. Cambridge Texts in the History of Philosophy. Ed. Lawrence E. Klein. Cambridge: Cambridge UP, 2001.","",""
4153,"The Nature of Man. A Poem. In Three Books.","1711",1711,"","","Poetry","","","",""
4154,"Mar-Plot; Or, The Second Part of The Busie-Body. A comedy. As it is Acted at the Theatre-Royal in Drury-Lane, By Her Majesty's Servants. Written by Mrs. Susanna Centlivre","1711",1711,"Printed for Jacob Tonson [etc.]","London","Drama","Comedy","","first performed Dec 1710",""
4155,"A Treatise of the Hypochondriack and Hysteric Passions","1711",1711,"Printed and Sold by D. Leach","London","Prose","Treatise; Dialogue","Mandeville, Bernard. <i>A Treatise of the Hypochondriack and Hysterick Passions vulgarly call'd Hypo in Men, and Vapours in Women; in which the Symptoms, Causes, and Cure or Those Diseases are Set Forth after a Method entirely New</i> ... London: Printed and Sold by D. Leach, 1711. xxiv, 280 pp.","3rd edition, 1730",""
4156,"A Treatise of the Hypochondriack and Hysterick Passions vulgarly call'd Hypo in Men, and Vapours in Women; in which the Symptoms, Causes, and Cure or Those Diseases are Set Forth after a Method entirely New","1711",1711,"Printed and Sold by D. Leach","London","Prose","Treatise; Dialogue","Mandeville, Bernard. <i>A Treatise of the Hypochondriack and Hysterick Passions vulgarly call'd Hypo in Men, and Vapours in Women; in which the Symptoms, Causes, and Cure or Those Diseases are Set Forth after a Method entirely New</i> ... London: Printed and Sold by D. Leach, 1711. xxiv, 280 pp.","3rd edition, 1730",""
4157,"<i>Spectator</i>, No. 215","1711",1711,"","London","Prose","Periodical Essay","<i>Cato: A Tragedy and Selected Essays</i>, ed. by Christine Dunn Henderson and Mark E. Yellin, with a Foreword by Forrest McDonald (Indianapolis: Liberty Fund, 2004).","November 6, 1711",""
4158,"<i>Spectator</i>, No. 215","1711",1711,"","London","Prose","Periodical Essay","<i>Cato: A Tragedy and Selected Essays</i>, ed. by Christine Dunn Henderson and Mark E. Yellin, with a Foreword by Forrest McDonald (Indianapolis: Liberty Fund, 2004).","November 6, 1771",""
4159,"<i>Spectator</i>, No. 256","1711",1711,"","London","Prose","Periodical Essay","<i>Cato: A Tragedy and Selected Essays</i>, ed. by Christine Dunn Henderson and Mark E. Yellin, with a Foreword by Forrest McDonald (Indianapolis: Liberty Fund, 2004).","December 24, 1711",""
4162,"A dialogue between Timothy and Philatheus. In which the principles and projects of a late whimsical book, intituled, (The rights of the Christian church, &c.) are fairly stated, and answered in their kind: ... Written by a layman","1711",1711,"Printed for Bernard Lintott","London","Prose","Dialogue","Oldisworth, William. <u>A dialogue between Timothy and Philatheus. In which the principles and projects of a late whimsical book, intituled, (The rights of the Christian church, &c.) are fairly stated, and answered in their kind: ... Written by a layman</u>. Vol. 3. London, 1709-11. 3 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
4163,"The Life and Notable Adventures of that Renown'd Knight, Don Quixote De la Mancha. Merrily Translated into Hudibrastick Verse. By Edward Ward","1711-2",1711,"Printed for T. Norris ... and A. Bettesworth ... J. Harding ... and Sold by J. Woodward [etc.]","London","Poetry","","","",""
4164,"Sapho to Phaon: Wholly Translated","1712",1712,"","","Poetry","","Pope, Alexander. <u>The Poems of Alexander Pope</u>. A One-Volume Edition of the Twickenham Text with Selected Annotations. Ed. John Butt. New Haven: Yale UP, 1963.","w. <i>c. </i>1707",""
4165,"The First Book of Statius his Thebais","1712",1712,"","","Poetry","","Pope, Alexander. <u>The Poems of Alexander Pope</u>. A One-Volume Edition of the Twickenham Text with Selected Annotations. Ed. John Butt. New Haven: Yale UP, 1963.","w. <i>c. </i>1703",""
4166,"The Wife's Relief: or, The Husband's Cure. A Comedy. As it is Acted at the Theatre-Royal in Drury-Lane, by Her Majesty's Servants. Written by Mr. Cha. Johnson","1712",1712,"Printed for Jacob Tonson [etc.]","London","Drama","Comedy","","",""
4167,"Creation: A Philosophical Poem. Demonstrating the Existence and Providence of a God. In Seven Books. By Sir Richard Blackmore. The Second Edition","1712",1712,"Printed for S. Buckley ... and J. Tonson [etc.]","London","Poetry","Philosophical Poem","","2nd edition",""
4168,"A Protestant Scourge for a Popish Jacket [from Miscellaneous Writings, in Verse and Prose, both Serious and Comical, containing Twenty One excellent Poems upon very diverting Subjects. Also Several pleasant Letters upon various Occasions both in Town and Country. With Merry Observations and Predictions upon every Month, and every remarkable Day throughout the Year. By Mr. Edward Ward. Vol. III. The Second Edition, with large Additions and Amendments]","1712",1712,"Printed by W. D. and Sold by J. Woodward [etc.]","London","Poetry","","","2nd edition",""
4169,"Pia Desideria: or, Divine Addresses, In Three Books. Illustrated with XLVII. Copper-Plates. Written in Latin by Herm. Hugo. Englished by Edm. Arwaker ... The Fourth Edition, Corrected","1712",1712,"Printed for R. and J. Bonwicke [etc.]","London","Poetry","Translation","","4th edition",""
4170,"The Rattle-Snake, Or, a bastonado for a whigg","1712",1712,"","London","Poetry","","","",""
4171,"Callip&aelig;dia. A Poem. In Four Books. With Some Other Pieces. Written in Latin By Claudius Quillet, Made English By N. Rowe ... To which is Prefix'd, Mr. Bayle's Account of His Life","1712",1712,"Printed for E. Sanger ... and E. Curll [etc.]","London","Poetry","Translation","","",""
4172,"Eclogue XI. Eune a wanton Nymph, and Triton Swain [from Nereides: or Sea-Eclogues]","1712",1712,"Printed by J. H. for E. Sanger [etc.]","London","Poetry","Eclogue","","",""
4173,"<i>Spectator</i> No. 411, ""Pleasures of the Imagination"" ","1712",1712,"","London","Prose","Periodical Essay","","Saturday June 21, 1712",""
4174,"The Perplex'd Lovers. A comedy. As it is Acted at the Theatre-Royal in Drury-Lane, By Her Majesty's Servants. Written by Mrs. Susanna Cent-livre","1712",1712,"Printed for Owen Lloyd ... William Lewis ... John Graves [etc.]","London","Drama","Comedy","","first performed: 19 Jan 1712.",""
4175,"<i>Spectator</i> No. 421, [Pleasures of the Imagination]","1712",1712,"","London","Prose","Periodical Essay","Addison, Joseph, and Richard Steele. <u>Selections from the Tatler and the Spectator</u>. Ed. Robert J. Allen. Second ed. New York: Holt, Rinehart, and Winston, Inc., 1970.","Thursday, July 3rd, 1712",""
4176,"<i>Spectator</i> No. 421, [Pleasures of the Imagination]","1712",1712,"","London","Prose","Periodical Essay","","Thursday, July 3rd, 1712",""
4177,"Cato","1713",1713,"","London","","","http://www.constitution.org/addison/cato_act3.htm","",""
4178,"Three Dialogues between Hylas and Philonous: The design of which is plainly to demonstrate the reality and perfection of human knowledge, the incorporeal nature of the soul, and the immediate providence of a Deity: in opposition to Sceptics and Atheists .Also to open a method for rendering the Sciences more easy, useful, and compendious.","1713",1713,"","London","Prose","Philosophy; Dialogue; British Empiricism","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. II. Desir&eacute;e Park: Thomas Nelson, 1979.","",""
4179,"The Pineal Gland [from Guardian #35]","1713",1713,"","London","Prose","Essay","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. II. Desir&eacute;e Park: Thomas Nelson, 1979.","",""
4180,"The Pineal Gland [from Guardian #39]","1713",1713,"","London","Prose","Essay","Past Masters electronic version of <u>The Works of George Berkeley</u>. Ed. T. E. Jessop and A. A. Luce. Vol. II. Desir&eacute;e Park: Thomas Nelson, 1979.","",""
